# frame_no	ssrc	rtp_ts	seq_first	seq_last	seq_count	gaps	frame_id	frame_size_bytes	frame_type	qp	complexity	scene_change	gop_state	idr_inserted	frames_since_idr	capture_us	frame_ready_us	last_pkt_send_us	meta_recv_us	recv_first_us	recv_last_us	sender_ivl_us	recv_ivl_us	encode_dur_us	send_spread_us	latency_est_us
80	b5a10464	1830174644	63436	63481	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235802933	23235808001	-	17039	-	-	-
81	b5a10464	1830176169	63482	63518	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235819832	23235823769	-	16899	-	-	-
82	b5a10464	1830177694	63519	63555	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235837698	23235841702	-	17866	-	-	-
83	b5a10464	1830179219	63556	63592	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235853543	23235857706	-	15845	-	-	-
84	b5a10464	1830180744	63593	63629	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235870411	23235874554	-	16868	-	-	-
85	b5a10464	1830182269	63630	63666	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235887432	23235891626	-	17021	-	-	-
86	b5a10464	1830183794	63667	63703	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235904430	23235908470	-	16998	-	-	-
87	b5a10464	1830185319	63704	63740	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235921195	23235925392	-	16765	-	-	-
88	b5a10464	1830186844	63741	63777	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235939645	23235943242	-	18450	-	-	-
89	b5a10464	1830188369	63778	63814	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235955665	23235959468	-	16020	-	-	-
90	b5a10464	1830189894	63815	63860	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235971452	23235976715	-	15787	-	-	-
91	b5a10464	1830191419	63861	63897	37	0	7944	50997	0	0	98	0	0	0	52	651182828	651186527	651187512	23235993146	23235988965	23235993147	270958	17513	3699	985	5055
92	b5a10464	1830192944	63898	63934	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236005955	23236010104	-	16990	-	-	-
93	b5a10464	1830194469	63935	63971	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236023574	23236027018	-	17619	-	-	-
94	b5a10464	1830195994	63972	64008	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236040692	23236044799	-	17118	-	-	-
